Unnamed: 0,Address,Location,Rent,Bed,Bath,Size,Description,Commute,Crime,Income,URL
57,"Eastmont, Oakland, CA",2731 79th Ave,"$2,700/mo",3bd,1ba,800 sqft,"2731 79th Ave, Oakland, CA is a 3 bedroom, 1 bathroom, 1,141 sqft single-family home built in 1925. 2731 79th Ave is located in Eastmont, Oakland. 2731 79th Ave was listed for rent for $2,700/month on Feb 9, 2020. This property is pet friendly.",Commute85% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$97,200 ",https://www.trulia.com/p/ca/oakland/2731-79th-ave-oakland-ca-94605--2083867131
58,"Hoover/Foster, Oakland, CA",702 30th St,"$3,450/mo",4bd,1.5ba,"1,000 sqft","702 30th St, Oakland, CA is a 4 bedroom, 1.5 bathroom, 1,501 sqft single-family home built in 1908. 702 30th St is located in Hoover/Foster, Oakland. 702 30th St was listed for rent for $3,450/month on Feb 18, 2020. This property is pet friendly.",Commute58% of residents commute by car.,CrimeHigh crime relative to the rest of Alameda county.,"$124,200 ",https://www.trulia.com/p/ca/oakland/702-30th-st-oakland-ca-94609--1013466375
59,"Allendale, Oakland, CA",Address Not Disclosed,"$2,200/mo",2bd,1ba,"1,250 sqft","This home in Oakland, CA is a 2 bedroom, 1 bathroom, 800 sqft single-family home. This home is located in Allendale, Oakland. This property was listed for rent for $2,200/month on Feb 8, 2020.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$79,200 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94619--2445676314
60,"Forestland, Oakland, CA",11 Chico Ct,"$4,350/mo",3bd,3ba,"3,372 sqft","11 Chico Ct, Oakland, CA is a 3 bedroom, 3 bathroom, 2,300 sqft single-family home built in 1964. 11 Chico Ct is located in Forestland, Oakland. 11 Chico Ct was listed for rent for $4,350/month on Jan 9, 2020.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$156,600 ",https://www.trulia.com/p/ca/oakland/11-chico-ct-oakland-ca-94611--1054437134
61,"Hoover/Foster, Oakland, CA",680 23rd St,"$3,150/mo",4bd,1ba,836 sqft,"680 23rd St, Oakland, CA is a 4 bedroom, 1 bathroom, 1,624 sqft single-family home built in 1907. 680 23rd St is located in Hoover/Foster, Oakland. 680 23rd St was listed for rent for $3,150/month on Mar 2, 2020.",Commute42% of residents commute by car.,CrimeHighest crime relative to the rest of Alameda county.,"$113,400 ",https://www.trulia.com/p/ca/oakland/680-23rd-st-oakland-ca-94612--2083924693
62,"Paradise Park, Oakland, CA",Address Not Disclosed,"$3,550/mo",3bd,1ba,"1,094 sqft","This home in Oakland, CA is a 3 bedroom, 1 bathroom, 1,200 sqft single-family home built in 1911. This home is located in Paradise Park, Oakland. This property was listed for rent for $3,550/month on Feb 28, 2020. This property is pet friendly.",Commute67% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$127,800 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94608--2083888401
63,"Woodminster, Oakland, CA",3162 Burdeck Dr,"$3,095/mo",3bd,1ba,750 sqft,"3162 Burdeck Dr, Oakland, CA is a 3 bedroom, 1 bathroom, 1,200 sqft single-family home built in 1958. 3162 Burdeck Dr is located in Woodminster, Oakland. 3162 Burdeck Dr was listed for rent for $3,095/month on Feb 19, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$111,420 ",https://www.trulia.com/p/ca/oakland/3162-burdeck-dr-oakland-ca-94602--1009316248
64,"Jefferson, Oakland, CA",Address Not Disclosed,"$2,800/mo",2bd,1ba,500 sqft,"This home in Oakland, CA is a 2 bedroom, 1 bathroom, 936 sqft single-family home built in 1921. This home is located in Jefferson, Oakland. This property was listed for rent for $2,800/month on Feb 20, 2020. This property is pet friendly.",Commute74% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,"$100,800 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94601--2083846367
65,"Dimond, Oakland, CA",2946 Georgia St,"$3,350/mo",4bd,1ba,936 sqft,"2946 Georgia St, Oakland, CA is a 4 bedroom, 1 bathroom, 1,433 sqft single-family home built in 1926. 2946 Georgia St is located in Dimond, Oakland. 2946 Georgia St was listed for rent for $3,350/month on Dec 14, 2019. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$120,600 ",https://www.trulia.com/p/ca/oakland/2946-georgia-st-oakland-ca-94602--1057138144
67,"Eastmont Hills, Oakland, CA",Address Not Disclosed,"$2,000/mo",1bd,1ba,"1,000 sqft","This home in Oakland, CA is a 1 bedroom, 1 bathroom, 800 sqft single-family home built in 1959. This home is located in Eastmont Hills, Oakland. This property was listed for rent for $2,000/month on Sep 25, 2019.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$72,000 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94605--2083873902
68,"Las Palmas, Oakland, CA",2375 Durant Ave,"$2,800/mo",2bd,1ba,"1,720 sqft","2375 Durant Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 1,000 sqft single-family home built in 1927. 2375 Durant Ave is located in Las Palmas, Oakland. 2375 Durant Ave was listed for rent for $2,800/month on Feb 25, 2020.",Commute81% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$100,800 ",https://www.trulia.com/p/ca/oakland/2375-durant-ave-oakland-ca-94603--2083860408
69,"Ralph Bunche, Oakland, CA",1827 Chestnut St,"$3,600/mo",3bd,1.5ba,"1,800 sqft","1827 Chestnut St, Oakland, CA is a 3 bedroom, 1.5 bathroom, 1,250 sqft single-family home built in 1919. 1827 Chestnut St is located in Ralph Bunche, Oakland. 1827 Chestnut St was listed for rent for $3,600/month on Feb 26, 2020.",Commute60% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$129,600 ",https://www.trulia.com/p/ca/oakland/1827-chestnut-st-oakland-ca-94607--2083882344
71,"Highland Park, Oakland, CA",1346 E 26th St,"$3,200/mo",2bd,2ba,860 sqft,"1346 E 26th St, Oakland, CA is a 2 bedroom, 2 bathroom, 836 sqft single-family home built in 1920. 1346 E 26th St is located in Highland Park, Oakland. 1346 E 26th St was listed for rent for $3,200/month on Mar 2, 2020. This property is pet friendly.",Commute70% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$115,200 ",https://www.trulia.com/p/ca/oakland/1346-e-26th-st-oakland-ca-94606--1013042129
72,"Eastmont, Oakland, CA",2724 Ritchie St,"$2,200/mo",2bd,1ba,"1,318 sqft","2724 Ritchie St, Oakland, CA is a 2 bedroom, 1 bathroom, 1,094 sqft single-family home built in 1925. 2724 Ritchie St is located in Eastmont, Oakland. 2724 Ritchie St was listed for rent for $2,200/month on Jan 21, 2020.",Commute85% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,"$79,200 ",https://www.trulia.com/p/ca/oakland/2724-ritchie-st-oakland-ca-94605--2083867091
73,"Cox, Oakland, CA",Address Not Disclosed,"$2,490/mo",3bd,2ba,950 sqft,"This home in Oakland, CA is a 3 bedroom, 2 bathroom, 750 sqft single-family home built in 1961. This home is located in Cox, Oakland. This property was listed for rent for $2,490/month on Mar 2, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,"$89,640 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94603--2083862961
74,"Fairview Park, Oakland, CA",Address Not Disclosed,"$2,950/mo",1bd,1ba,"1,557 sqft","This home in Oakland, CA is a 1 bedroom, 1 bathroom, 500 sqft single-family home. This home is located in Fairview Park, Oakland. This property was listed for rent for $2,950/month on Jan 8, 2020.",Commute58% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$106,200 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94609--2352909164
75,"Oak Knoll/Golf Links, Oakland, CA",Address Not Disclosed,"$2,500/mo",2bd,1ba,"1,650 sqft","This home in Oakland, CA is a 2 bedroom, 1 bathroom, 936 sqft single-family home. This home is located in Oak Knoll/Golf Links, Oakland. This property was listed for rent for $2,500/month on Jan 31, 2020. This property is pet friendly.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$90,000 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94605--2444326090
76,"Fairview Park, Oakland, CA",5666 Telegraph Ave,"$3,200/mo",2bd,1ba,"1,000 sqft","5666 Telegraph Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 800 sqft single-family home built in 1928. 5666 Telegraph Ave is located in Fairview Park, Oakland. 5666 Telegraph Ave was listed for rent for $3,200/month on Jan 3, 2020. This property is pet friendly.",Commute58% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$115,200 ",https://www.trulia.com/p/ca/oakland/5666-telegraph-ave-oakland-ca-94609--2083900170
77,"Glenview, Oakland, CA",Address Not Disclosed,"$1,675/mo",1bd,1ba,"1,256 sqft","This home in Oakland, CA is a 1 bedroom, 1 bathroom, 1,269 sqft single-family home built in 1930. This home is located in Glenview, Oakland. This property was listed for rent for $1,675/month on Feb 5, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$60,300 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94602--2083853627
78,"Hacienda, Oakland, CA",3447 Davis St,"$3,500/mo",4bd,2ba,993 sqft,"3447 Davis St, Oakland, CA is a 4 bedroom, 2 bathroom, 1,000 sqft single-family home built in 1908. 3447 Davis St is located in Hacienda, Oakland. 3447 Davis St was listed for rent for $3,500/month on Jan 9, 2020.",Commute74% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$126,000 ",https://www.trulia.com/p/ca/oakland/3447-davis-st-oakland-ca-94601--1010657984
79,"Prescott, Oakland, CA",1339 Pullman Way,"$4,500/mo",3bd,3.5ba,"1,900 sqft","1339 Pullman Way, Oakland, CA is a 3 bedroom, 3.5 bathroom, 1,720 sqft single-family home. 1339 Pullman Way is located in Prescott, Oakland. 1339 Pullman Way was listed for rent for $4,500/month on Feb 18, 2020.",Commute60% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$162,000 ",https://www.trulia.com/p/ca/oakland/1339-pullman-way-oakland-ca-94607--2371244968
80,"Bushrod, Oakland, CA",554 62nd St,"$4,975/mo",4bd,3.5ba,425 sqft,"554 62nd St, Oakland, CA is a 4 bedroom, 3.5 bathroom, 1,800 sqft single-family home built in 1914. 554 62nd St is located in Bushrod, Oakland. 554 62nd St was listed for rent for $4,975/month on Jan 16, 2020.",Commute58% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$179,100 ",https://www.trulia.com/p/ca/oakland/554-62nd-st-oakland-ca-94609--2083900033
81,"Shafter, Oakland, CA",5447 Lawton Ave,"$3,000/mo",2bd,1ba,650 sqft,"5447 Lawton Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 1,127 sqft single-family home built in 1912. 5447 Lawton Ave is located in Shafter, Oakland. 5447 Lawton Ave was listed for rent for $3,000/month on Feb 22, 2020.",Commute64% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$108,000 ",https://www.trulia.com/p/ca/oakland/5447-lawton-ave-oakland-ca-94618--2083928122
82,"Fairfax, Oakland, CA",2434 Fern St,"$2,000/mo",2bd,1ba,"1,000 sqft","2434 Fern St, Oakland, CA is a 2 bedroom, 1 bathroom, 4,477 sqft single-family home built in 1962. 2434 Fern St is located in Fairfax, Oakland. 2434 Fern St was listed for rent for $2,000/month on Feb 7, 2020.",Commute74% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$72,000 ",https://www.trulia.com/p/ca/oakland/2434-fern-st-oakland-ca-94601--1012478319
83,"Allendale, Oakland, CA",3946 Angelo Ave,"$2,295/mo",2bd,1ba,500 sqft,"3946 Angelo Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 860 sqft single-family home built in 1928. 3946 Angelo Ave is located in Allendale, Oakland. 3946 Angelo Ave was listed for rent for $2,295/month on Feb 25, 2020.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$82,620 ",https://www.trulia.com/p/ca/oakland/3946-angelo-ave-oakland-ca-94619--2083934755
84,"Webster, Oakland, CA",1425 86th Ave,"$2,700/mo",3bd,1ba,"1,193 sqft","1425 86th Ave, Oakland, CA is a 3 bedroom, 1 bathroom, 1,318 sqft single-family home built in 1920. 1425 86th Ave is located in Webster, Oakland. 1425 86th Ave was listed for rent for $2,700/month on Feb 2, 2020. This property is pet friendly.",Commute80% of residents commute by car.,CrimeHighest crime relative to the rest of Alameda county.,"$97,200 ",https://www.trulia.com/p/ca/oakland/1425-86th-ave-oakland-ca-94621--2083939730
85,"Havenscourt, Oakland, CA",6434 Bancroft Ave,"$2,350/mo",2bd,1ba,"3,130 sqft","6434 Bancroft Ave, Oakland, CA is a 2 bedroom, 1 bathroom, 950 sqft single-family home. 6434 Bancroft Ave is located in Havenscourt, Oakland. 6434 Bancroft Ave was listed for rent for $2,350/month on Feb 9, 2020.",Commute85% of residents commute by car.,CrimeModerate crime relative to the rest of Alameda county.,"$84,600 ",https://www.trulia.com/p/ca/oakland/6434-bancroft-ave-oakland-ca-94605--2220481123
86,"Longfellow, Oakland, CA",4115 Lusk St,"$3,200/mo",2bd,1ba,"1,054 sqft","4115 Lusk St, Oakland, CA is a 2 bedroom, 1 bathroom single-family home. 4115 Lusk St is located in Longfellow, Oakland. 4115 Lusk St was listed for rent for $3,200/month on Jan 3, 2020. This property is pet friendly.",Commute67% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$115,200 ",https://www.trulia.com/p/ca/oakland/4115-lusk-st-oakland-ca-94608--1038216773
87,"Reservoir Hill, Oakland, CA",2818 23rd Ave,"$4,000/mo",4bd,2ba,966 sqft,"2818 23rd Ave, Oakland, CA is a 4 bedroom, 2 bathroom, 1,557 sqft single-family home built in 1938. 2818 23rd Ave is located in Reservoir Hill, Oakland. 2818 23rd Ave was listed for rent for $4,000/month on Feb 20, 2020.",Commute70% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$144,000 ",https://www.trulia.com/p/ca/oakland/2818-23rd-ave-oakland-ca-94606--2083878861
88,"Montclair, Oakland, CA",Address Not Disclosed,"$5,600/mo",3bd,2ba,"1,363 sqft","This home in Oakland, CA is a 3 bedroom, 2 bathroom, 1,650 sqft single-family home. This home is located in Montclair, Oakland. This property was listed for rent for $5,600/month on Nov 18, 2019.",Commute79% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$201,600 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94611--2083919880
89,"Sequoyah, Oakland, CA",Address Not Disclosed,"$2,550/mo",1bd,1ba,"1,106 sqft","This home in Oakland, CA is a 1 bedroom, 1 bathroom, 1,000 sqft single-family home built in 1965. This home is located in Sequoyah, Oakland. This property was listed for rent for $2,550/month on May 6, 2019.",Commute85% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$91,800 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94605--2083869711
90,"Bartlett, Oakland, CA",Address Not Disclosed,"$1,950/mo",1bd,1ba,996 sqft,"This home in Oakland, CA is a 1 bedroom, 1 bathroom single-family home. This home is located in Bartlett, Oakland. This property was listed for rent for $1,950/month on Feb 4, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$70,200 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94602--2444973092
91,"East Peralta, Oakland, CA",930 E 10th St,"$3,250/mo",3bd,2ba,"1,428 sqft","930 E 10th St, Oakland, CA is a 3 bedroom, 2 bathroom, 1,256 sqft single-family home built in 2007. 930 E 10th St is located in East Peralta, Oakland. 930 E 10th St was listed for rent for $3,250/month on Jan 8, 2020. This property is pet friendly.",Commute70% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$117,000 ",https://www.trulia.com/p/ca/oakland/930-e-10th-st-oakland-ca-94606--2173576003
92,"Havenscourt, Oakland, CA",Address Not Disclosed,"$2,600/mo",2bd,1ba,"1,774 sqft","This home in Oakland, CA is a 2 bedroom, 1 bathroom, 993 sqft single-family home built in 1926. This home is located in Havenscourt, Oakland. This property was listed for rent for $2,600/month on Feb 18, 2020.",Commute80% of residents commute by car.,CrimeLow crime relative to the rest of Alameda county.,"$93,600 ",https://www.trulia.com/p/ca/oakland/address-not-disclosed-oakland-ca-94621--2083942049
93,"Redwood Heights, Oakland, CA",3401 Guido St,"$4,450/mo",4bd,2ba,"1,800 sqft","3401 Guido St, Oakland, CA is a 4 bedroom, 2 bathroom, 1,900 sqft single-family home built in 1935. 3401 Guido St is located in Redwood Heights, Oakland. 3401 Guido St was listed for rent for $4,450/month on Jan 9, 2020. This property is pet friendly.",Commute81% of residents commute by car.,CrimeLowest crime relative to the rest of Alameda county.,"$160,200 ",https://www.trulia.com/p/ca/oakland/3401-guido-st-oakland-ca-94602--2083852646
